datetime,Number,population,density
2010-07-21,141,13255685.0,1.0636945582216234e-05
2010-07-22,163,13255685.0,1.2296610850363448e-05
2010-07-23,158,13255685.0,1.1919414198511808e-05
2010-07-24,161,13255685.0,1.2145732189622791e-05
2010-07-25,143,13255685.0,1.078782424295689e-05
2010-07-26,171,13255685.0,1.2900125493326072e-05
2010-07-27,164,13255685.0,1.2372050180733776e-05
2010-07-28,158,13255685.0,1.1919414198511808e-05
2010-07-29,132,13255685.0,9.957991608883284e-06
2010-07-30,157,13255685.0,1.184397486814148e-05
2010-07-31,168,13255685.0,1.2673807502215087e-05
2010-01-08,149,13255685.0,1.1240460225178858e-05
2010-02-08,172,13255685.0,1.2975564823696398e-05
2010-03-08,154,13255685.0,1.1617656877030497e-05
2010-04-08,152,13255685.0,1.1466778216289841e-05
2010-05-08,146,13255685.0,1.1014142234067873e-05
2010-06-08,160,13255685.0,1.2070292859252465e-05
2010-07-08,158,13255685.0,1.1919414198511808e-05
2010-08-08,161,13255685.0,1.2145732189622791e-05
2010-09-08,180,13255685.0,1.3579079466659022e-05
2010-10-08,209,13255685.0,1.576682004739853e-05
2010-11-08,187,13255685.0,1.4107154779251318e-05
2010-12-08,191,13255685.0,1.4408912100732629e-05
2010-08-13,164,13255685.0,1.2372050180733776e-05
2010-08-14,199,13255685.0,1.5012426743695253e-05
2010-08-15,175,13255685.0,1.3201882814807383e-05
2010-08-16,192,13255685.0,1.4484351431102957e-05
2010-08-17,209,13255685.0,1.576682004739853e-05
2010-08-18,204,13255685.0,1.5389623395546892e-05
2010-08-19,186,13255685.0,1.403171544888099e-05
2010-08-20,165,13255685.0,1.2447489511104104e-05
2010-08-21,149,13255685.0,1.1240460225178858e-05
2010-08-22,146,13255685.0,1.1014142234067873e-05
2010-08-23,169,13255685.0,1.2749246832585415e-05
2010-08-24,142,13255685.0,1.0712384912586562e-05
2010-08-25,114,13255685.0,8.600083662217381e-06
2010-08-26,126,13255685.0,9.505355626661316e-06
2010-08-27,127,13255685.0,9.580794957031643e-06
2010-08-28,142,13255685.0,1.0712384912586562e-05
2010-08-29,121,13255685.0,9.128158974809677e-06
2010-08-30,144,13255685.0,1.0863263573327217e-05
2010-08-31,169,13255685.0,1.2749246832585415e-05
2010-01-09,141,13255685.0,1.0636945582216234e-05
2010-02-09,128,13255685.0,9.656234287401971e-06
2010-03-09,142,13255685.0,1.0712384912586562e-05
2010-04-09,138,13255685.0,1.041062759110525e-05
2010-05-09,131,13255685.0,9.882552278512955e-06
2010-06-09,132,13255685.0,9.957991608883284e-06
2010-07-09,136,13255685.0,1.0259748930364595e-05
2010-08-09,146,13255685.0,1.1014142234067873e-05
2010-09-09,125,13255685.0,9.429916296290988e-06
2010-10-09,106,13255685.0,7.996569019254757e-06
2010-11-09,152,13255685.0,1.1466778216289841e-05
2010-12-09,150,13255685.0,1.1315899555549185e-05
2010-09-13,150,13255685.0,1.1315899555549185e-05
2010-09-14,136,13255685.0,1.0259748930364595e-05
2010-09-15,149,13255685.0,1.1240460225178858e-05
2010-09-16,150,13255685.0,1.1315899555549185e-05
2010-09-17,133,13255685.0,1.003343093925361e-05
2010-09-18,121,13255685.0,9.128158974809677e-06
2010-09-19,113,13255685.0,8.524644331847053e-06
2010-09-20,131,13255685.0,9.882552278512955e-06
2010-09-21,138,13255685.0,1.041062759110525e-05
2010-09-22,136,13255685.0,1.0259748930364595e-05
2010-09-23,130,13255685.0,9.807112948142627e-06
2010-09-24,133,13255685.0,1.003343093925361e-05
2010-09-25,147,13255685.0,1.1089581564438202e-05
2010-09-26,137,13255685.0,1.0335188260734923e-05
2010-09-27,155,13255685.0,1.1693096207400824e-05
2010-09-28,152,13255685.0,1.1466778216289841e-05
2010-09-29,144,13255685.0,1.0863263573327217e-05
2010-09-30,133,13255685.0,1.003343093925361e-05
2010-01-10,127,13255685.0,9.580794957031643e-06
2010-02-10,124,13255685.0,9.35447696592066e-06
2010-03-10,138,13255685.0,1.041062759110525e-05
2010-04-10,158,13255685.0,1.1919414198511808e-05
2010-05-10,153,13255685.0,1.1542217546660169e-05
2010-06-10,139,13255685.0,1.0486066921475578e-05
2010-07-10,147,13255685.0,1.1089581564438202e-05
2010-08-10,159,13255685.0,1.1994853528882137e-05
2010-09-10,147,13255685.0,1.1089581564438202e-05
2010-10-10,164,13255685.0,1.2372050180733776e-05
2010-11-10,130,13255685.0,9.807112948142627e-06
2010-12-10,136,13255685.0,1.0259748930364595e-05
2010-10-13,149,13255685.0,1.1240460225178858e-05
2010-10-14,162,13255685.0,1.222117151999312e-05
2010-10-15,146,13255685.0,1.1014142234067873e-05
2010-10-16,147,13255685.0,1.1089581564438202e-05
2010-10-17,154,13255685.0,1.1617656877030497e-05
2010-10-18,168,13255685.0,1.2673807502215087e-05
2010-10-19,153,13255685.0,1.1542217546660169e-05
2010-10-20,168,13255685.0,1.2673807502215087e-05
2010-10-21,168,13255685.0,1.2673807502215087e-05
2010-10-22,128,13255685.0,9.656234287401971e-06
2010-10-23,129,13255685.0,9.731673617772299e-06
2010-10-24,122,13255685.0,9.203598305180003e-06
2010-10-25,143,13255685.0,1.078782424295689e-05
2010-10-26,138,13255685.0,1.041062759110525e-05
2010-10-27,172,13255685.0,1.2975564823696398e-05
2010-10-28,141,13255685.0,1.0636945582216234e-05
2010-10-29,152,13255685.0,1.1466778216289841e-05
2010-10-30,139,13255685.0,1.0486066921475578e-05
2010-10-31,152,13255685.0,1.1466778216289841e-05
2010-01-11,149,13255685.0,1.1240460225178858e-05
2010-02-11,149,13255685.0,1.1240460225178858e-05
2010-03-11,141,13255685.0,1.0636945582216234e-05
2010-04-11,142,13255685.0,1.0712384912586562e-05
2010-05-11,162,13255685.0,1.222117151999312e-05
2010-06-11,148,13255685.0,1.116502089480853e-05
2010-07-11,163,13255685.0,1.2296610850363448e-05
2010-08-11,165,13255685.0,1.2447489511104104e-05
2010-09-11,164,13255685.0,1.2372050180733776e-05
2010-10-11,162,13255685.0,1.222117151999312e-05
2010-11-11,160,13255685.0,1.2070292859252465e-05
2010-12-11,176,13255685.0,1.3277322145177711e-05
2010-11-13,174,13255685.0,1.3126443484437055e-05
2010-11-14,132,13255685.0,9.957991608883284e-06
2010-11-15,160,13255685.0,1.2070292859252465e-05
2010-11-16,137,13255685.0,1.0335188260734923e-05
2010-11-17,173,13255685.0,1.3051004154066726e-05
2010-11-18,143,13255685.0,1.078782424295689e-05
2010-11-19,155,13255685.0,1.1693096207400824e-05
2010-11-20,147,13255685.0,1.1089581564438202e-05
2010-11-21,138,13255685.0,1.041062759110525e-05
2010-11-22,153,13255685.0,1.1542217546660169e-05
2010-11-23,173,13255685.0,1.3051004154066726e-05
2010-11-24,186,13255685.0,1.403171544888099e-05
2010-11-25,177,13255685.0,1.335276147554804e-05
2010-11-26,156,13255685.0,1.1768535537771152e-05
2010-11-27,162,13255685.0,1.222117151999312e-05
2010-11-28,150,13255685.0,1.1315899555549185e-05
2010-11-29,160,13255685.0,1.2070292859252465e-05
2010-11-30,143,13255685.0,1.078782424295689e-05
2010-01-12,152,13255685.0,1.1466778216289841e-05
2010-02-12,141,13255685.0,1.0636945582216234e-05
2010-03-12,159,13255685.0,1.1994853528882137e-05
2010-04-12,145,13255685.0,1.0938702903697545e-05
2010-05-12,143,13255685.0,1.078782424295689e-05
2010-06-12,166,13255685.0,1.2522928841474432e-05
2010-07-12,151,13255685.0,1.1391338885919513e-05
2010-08-12,149,13255685.0,1.1240460225178858e-05
2010-09-12,184,13255685.0,1.3880836788140333e-05
2010-10-12,149,13255685.0,1.1240460225178858e-05
2010-11-12,147,13255685.0,1.1089581564438202e-05
2010-12-12,152,13255685.0,1.1466778216289841e-05
2010-12-13,149,13255685.0,1.1240460225178858e-05
2010-12-14,173,13255685.0,1.3051004154066726e-05
2010-12-15,146,13255685.0,1.1014142234067873e-05
2010-12-16,152,13255685.0,1.1466778216289841e-05
2010-12-17,193,13255685.0,1.4559790761473285e-05
2010-12-18,137,13255685.0,1.0335188260734923e-05
2010-12-19,149,13255685.0,1.1240460225178858e-05
2010-12-20,187,13255685.0,1.4107154779251318e-05
2010-12-21,151,13255685.0,1.1391338885919513e-05
2010-12-22,184,13255685.0,1.3880836788140333e-05
2010-12-23,157,13255685.0,1.184397486814148e-05
2010-12-24,170,13255685.0,1.2824686162955743e-05
2010-12-25,145,13255685.0,1.0938702903697545e-05
2010-12-26,151,13255685.0,1.1391338885919513e-05
2010-12-27,184,13255685.0,1.3880836788140333e-05
2010-12-28,158,13255685.0,1.1919414198511808e-05
2010-12-29,134,13255685.0,1.0108870269623938e-05
2010-12-30,161,13255685.0,1.2145732189622791e-05
2010-12-31,164,13255685.0,1.2372050180733776e-05
2011-01-01,145,13624240.0,1.0642795488041902e-05
2011-02-01,177,13624240.0,1.2991550354368391e-05
2011-03-01,163,13624240.0,1.1963970100350552e-05
2011-04-01,153,13624240.0,1.1229984204623525e-05
2011-05-01,171,13624240.0,1.2551158816932174e-05
2011-06-01,154,13624240.0,1.1303382794196226e-05
2011-07-01,133,13624240.0,9.762012413169468e-06
2011-08-01,142,13624240.0,1.0422599719323794e-05
2011-09-01,179,13624240.0,1.3138347533513796e-05
2011-10-01,171,13624240.0,1.2551158816932174e-05
2011-11-01,169,13624240.0,1.2404361637786769e-05
2011-12-01,155,13624240.0,1.137678138376893e-05
2011-01-13,163,13624240.0,1.1963970100350552e-05
2011-01-14,159,13624240.0,1.167037574205974e-05
2011-01-15,146,13624240.0,1.0716194077614604e-05
2011-01-16,147,13624240.0,1.0789592667187308e-05
2011-01-17,189,13624240.0,1.3872333429240824e-05
2011-01-18,158,13624240.0,1.1596977152487038e-05
2011-01-19,175,13624240.0,1.2844753175222984e-05
2011-01-20,186,13624240.0,1.3652137660522715e-05
2011-01-21,168,13624240.0,1.2330963048214066e-05
2011-01-22,183,13624240.0,1.3431941891804606e-05
2011-01-23,165,13624240.0,1.2110767279495957e-05
2011-01-24,157,13624240.0,1.1523578562914335e-05
2011-01-25,162,13624240.0,1.1890571510777848e-05
2011-01-26,173,13624240.0,1.269795599607758e-05
2011-01-27,164,13624240.0,1.2037368689923254e-05
2011-01-28,178,13624240.0,1.3064948943941093e-05
2011-01-29,192,13624240.0,1.4092529197958932e-05
2011-01-30,190,13624240.0,1.3945732018813527e-05
2011-01-31,185,13624240.0,1.3578739070950013e-05
2011-01-02,222,13624240.0,1.6294486885140014e-05
2011-02-02,188,13624240.0,1.379893483966812e-05
2011-03-02,197,13624240.0,1.4459522145822446e-05
2011-04-02,186,13624240.0,1.3652137660522715e-05
2011-05-02,183,13624240.0,1.3431941891804606e-05
2011-06-02,162,13624240.0,1.1890571510777848e-05
2011-07-02,174,13624240.0,1.2771354585650283e-05
2011-08-02,196,13624240.0,1.4386123556249742e-05
2011-09-02,206,13624240.0,1.5120109451976771e-05
2011-10-02,181,13624240.0,1.3285144712659201e-05
2011-11-02,192,13624240.0,1.4092529197958932e-05
2011-12-02,205,13624240.0,1.5046710862404068e-05
2011-02-13,176,13624240.0,1.2918151764795688e-05
2011-02-14,221,13624240.0,1.6221088295567312e-05
2011-02-15,193,13624240.0,1.4165927787531635e-05
2011-02-16,158,13624240.0,1.1596977152487038e-05
2011-02-17,208,13624240.0,1.5266906631122176e-05
2011-02-18,180,13624240.0,1.3211746123086498e-05
2011-02-19,200,13624240.0,1.4679717914540554e-05
2011-02-20,168,13624240.0,1.2330963048214066e-05
2011-02-21,167,13624240.0,1.2257564458641362e-05
2011-02-22,200,13624240.0,1.4679717914540554e-05
2011-02-23,181,13624240.0,1.3285144712659201e-05
2011-02-24,190,13624240.0,1.3945732018813527e-05
2011-02-25,202,13624240.0,1.482651509368596e-05
2011-02-26,186,13624240.0,1.3652137660522715e-05
2011-02-27,151,13624240.0,1.1083187025478118e-05
2011-02-28,177,13624240.0,1.2991550354368391e-05
2011-01-03,184,13624240.0,1.350534048137731e-05
2011-02-03,180,13624240.0,1.3211746123086498e-05
2011-03-03,200,13624240.0,1.4679717914540554e-05
2011-04-03,160,13624240.0,1.1743774331632443e-05
2011-05-03,188,13624240.0,1.379893483966812e-05
2011-06-03,151,13624240.0,1.1083187025478118e-05
2011-07-03,168,13624240.0,1.2330963048214066e-05
2011-08-03,192,13624240.0,1.4092529197958932e-05
2011-09-03,162,13624240.0,1.1890571510777848e-05
2011-10-03,180,13624240.0,1.3211746123086498e-05
2011-11-03,184,13624240.0,1.350534048137731e-05
2011-12-03,171,13624240.0,1.2551158816932174e-05
2011-03-13,149,13624240.0,1.0936389846332713e-05
2011-03-14,180,13624240.0,1.3211746123086498e-05
2011-03-15,195,13624240.0,1.431272496667704e-05
2011-03-16,168,13624240.0,1.2330963048214066e-05
2011-03-17,172,13624240.0,1.2624557406504876e-05
2011-03-18,176,13624240.0,1.2918151764795688e-05
2011-03-19,159,13624240.0,1.167037574205974e-05
2011-03-20,161,13624240.0,1.1817172921205147e-05
2011-03-21,153,13624240.0,1.1229984204623525e-05
2011-03-22,177,13624240.0,1.2991550354368391e-05
2011-03-23,149,13624240.0,1.0936389846332713e-05
2011-03-24,166,13624240.0,1.218416586906866e-05
2011-03-25,168,13624240.0,1.2330963048214066e-05
2011-03-26,161,13624240.0,1.1817172921205147e-05
2011-03-27,147,13624240.0,1.0789592667187308e-05
2011-03-28,179,13624240.0,1.3138347533513796e-05
2011-03-29,145,13624240.0,1.0642795488041902e-05
2011-03-30,165,13624240.0,1.2110767279495957e-05
2011-03-31,129,13624240.0,9.468418054878658e-06
2011-01-04,142,13624240.0,1.0422599719323794e-05
2011-02-04,150,13624240.0,1.1009788435905416e-05
2011-03-04,155,13624240.0,1.137678138376893e-05
2011-04-04,162,13624240.0,1.1890571510777848e-05
2011-05-04,163,13624240.0,1.1963970100350552e-05
2011-06-04,158,13624240.0,1.1596977152487038e-05
2011-07-04,162,13624240.0,1.1890571510777848e-05
2011-08-04,159,13624240.0,1.167037574205974e-05
2011-09-04,156,13624240.0,1.1450179973341631e-05
2011-10-04,115,13624240.0,8.440837800860819e-06
2011-11-04,147,13624240.0,1.0789592667187308e-05
2011-12-04,148,13624240.0,1.086299125676001e-05
2011-04-13,155,13624240.0,1.137678138376893e-05
2011-04-14,158,13624240.0,1.1596977152487038e-05
2011-04-15,176,13624240.0,1.2918151764795688e-05
2011-04-16,154,13624240.0,1.1303382794196226e-05
2011-04-17,126,13624240.0,9.24822228616055e-06
2011-04-18,165,13624240.0,1.2110767279495957e-05
2011-04-19,147,13624240.0,1.0789592667187308e-05
2011-04-20,139,13624240.0,1.0202403950605685e-05
2011-04-21,166,13624240.0,1.218416586906866e-05
2011-04-22,150,13624240.0,1.1009788435905416e-05
2011-04-23,184,13624240.0,1.350534048137731e-05
2011-04-24,148,13624240.0,1.086299125676001e-05
2011-04-25,156,13624240.0,1.1450179973341631e-05
2011-04-26,149,13624240.0,1.0936389846332713e-05
2011-04-27,146,13624240.0,1.0716194077614604e-05
2011-04-28,161,13624240.0,1.1817172921205147e-05
2011-04-29,175,13624240.0,1.2844753175222984e-05
2011-04-30,141,13624240.0,1.034920112975109e-05
2011-01-05,149,13624240.0,1.0936389846332713e-05
2011-02-05,172,13624240.0,1.2624557406504876e-05
2011-03-05,142,13624240.0,1.0422599719323794e-05
2011-04-05,138,13624240.0,1.0129005361032982e-05
2011-05-05,169,13624240.0,1.2404361637786769e-05
2011-06-05,166,13624240.0,1.218416586906866e-05
2011-07-05,148,13624240.0,1.086299125676001e-05
2011-08-05,151,13624240.0,1.1083187025478118e-05
2011-09-05,135,13624240.0,9.908809592314873e-06
2011-10-05,141,13624240.0,1.034920112975109e-05
2011-11-05,172,13624240.0,1.2624557406504876e-05
2011-12-05,133,13624240.0,9.762012413169468e-06
2011-05-13,165,13624240.0,1.2110767279495957e-05
2011-05-14,151,13624240.0,1.1083187025478118e-05
2011-05-15,123,13624240.0,9.028026517442441e-06
2011-05-16,169,13624240.0,1.2404361637786769e-05
2011-05-17,188,13624240.0,1.379893483966812e-05
2011-05-18,156,13624240.0,1.1450179973341631e-05
2011-05-19,111,13624240.0,8.147243442570007e-06
2011-05-20,142,13624240.0,1.0422599719323794e-05
2011-05-21,158,13624240.0,1.1596977152487038e-05
2011-05-22,155,13624240.0,1.137678138376893e-05
2011-05-23,161,13624240.0,1.1817172921205147e-05
2011-05-24,151,13624240.0,1.1083187025478118e-05
2011-05-25,169,13624240.0,1.2404361637786769e-05
2011-05-26,139,13624240.0,1.0202403950605685e-05
2011-05-27,160,13624240.0,1.1743774331632443e-05
2011-05-28,116,13624240.0,8.51423639043352e-06
2011-05-29,151,13624240.0,1.1083187025478118e-05
2011-05-30,146,13624240.0,1.0716194077614604e-05
2011-05-31,148,13624240.0,1.086299125676001e-05
2011-01-06,148,13624240.0,1.086299125676001e-05
2011-02-06,153,13624240.0,1.1229984204623525e-05
2011-03-06,134,13624240.0,9.835411002742172e-06
2011-04-06,132,13624240.0,9.688613823596765e-06
2011-05-06,164,13624240.0,1.2037368689923254e-05
2011-06-06,151,13624240.0,1.1083187025478118e-05
2011-07-06,142,13624240.0,1.0422599719323794e-05
2011-08-06,169,13624240.0,1.2404361637786769e-05
2011-09-06,160,13624240.0,1.1743774331632443e-05
2011-10-06,171,13624240.0,1.2551158816932174e-05
2011-11-06,145,13624240.0,1.0642795488041902e-05
2011-12-06,150,13624240.0,1.1009788435905416e-05
2011-06-13,137,13624240.0,1.005560677146028e-05
2011-06-14,130,13624240.0,9.54181664445136e-06
2011-06-15,136,13624240.0,9.982208181887577e-06
2011-06-16,131,13624240.0,9.615215234024063e-06
2011-06-17,146,13624240.0,1.0716194077614604e-05
2011-06-18,137,13624240.0,1.005560677146028e-05
2011-06-19,143,13624240.0,1.0495998308896496e-05
2011-06-20,161,13624240.0,1.1817172921205147e-05
2011-06-21,138,13624240.0,1.0129005361032982e-05
2011-06-22,141,13624240.0,1.034920112975109e-05
2011-06-23,175,13624240.0,1.2844753175222984e-05
2011-06-24,144,13624240.0,1.0569396898469199e-05
2011-06-25,128,13624240.0,9.395019465305955e-06
2011-06-26,138,13624240.0,1.0129005361032982e-05
2011-06-27,153,13624240.0,1.1229984204623525e-05
2011-06-28,146,13624240.0,1.0716194077614604e-05
2011-06-29,144,13624240.0,1.0569396898469199e-05
2011-06-30,169,13624240.0,1.2404361637786769e-05
2011-01-07,147,13624240.0,1.0789592667187308e-05
2011-02-07,146,13624240.0,1.0716194077614604e-05
2011-03-07,149,13624240.0,1.0936389846332713e-05
2011-04-07,143,13624240.0,1.0495998308896496e-05
2011-05-07,134,13624240.0,9.835411002742172e-06
2011-06-07,146,13624240.0,1.0716194077614604e-05
2011-07-07,174,13624240.0,1.2771354585650283e-05
2011-08-07,146,13624240.0,1.0716194077614604e-05
2011-09-07,147,13624240.0,1.0789592667187308e-05
2011-10-07,153,13624240.0,1.1229984204623525e-05
2011-11-07,165,13624240.0,1.2110767279495957e-05
2011-12-07,180,13624240.0,1.3211746123086498e-05
2011-07-13,178,13624240.0,1.3064948943941093e-05
2011-07-14,168,13624240.0,1.2330963048214066e-05
2011-07-15,171,13624240.0,1.2551158816932174e-05
2011-07-16,153,13624240.0,1.1229984204623525e-05
2011-07-17,142,13624240.0,1.0422599719323794e-05
2011-07-18,166,13624240.0,1.218416586906866e-05
2011-07-19,179,13624240.0,1.3138347533513796e-05
2011-07-20,157,13624240.0,1.1523578562914335e-05
2011-07-21,154,13624240.0,1.1303382794196226e-05
2011-07-22,149,13624240.0,1.0936389846332713e-05
2011-07-23,149,13624240.0,1.0936389846332713e-05
2011-07-24,159,13624240.0,1.167037574205974e-05
2011-07-25,182,13624240.0,1.3358543302231905e-05
2011-07-26,158,13624240.0,1.1596977152487038e-05
2011-07-27,138,13624240.0,1.0129005361032982e-05
2011-07-28,164,13624240.0,1.2037368689923254e-05
2011-07-29,150,13624240.0,1.1009788435905416e-05
2011-07-30,166,13624240.0,1.218416586906866e-05
2011-07-31,120,13624240.0,8.807830748724333e-06
2011-01-08,171,13624240.0,1.2551158816932174e-05
2011-02-08,134,13624240.0,9.835411002742172e-06
2011-03-08,132,13624240.0,9.688613823596765e-06
2011-04-08,121,13624240.0,8.881229338297036e-06
2011-05-08,148,13624240.0,1.086299125676001e-05
2011-06-08,146,13624240.0,1.0716194077614604e-05
2011-07-08,146,13624240.0,1.0716194077614604e-05
2011-08-08,138,13624240.0,1.0129005361032982e-05
2011-09-08,151,13624240.0,1.1083187025478118e-05
2011-10-08,142,13624240.0,1.0422599719323794e-05
2011-11-08,132,13624240.0,9.688613823596765e-06
2011-12-08,130,13624240.0,9.54181664445136e-06
2011-08-13,119,13624240.0,8.734432159151629e-06
2011-08-14,101,13624240.0,7.41325754684298e-06
2011-08-15,150,13624240.0,1.1009788435905416e-05
2011-08-16,136,13624240.0,9.982208181887577e-06
2011-08-17,155,13624240.0,1.137678138376893e-05
2011-08-18,136,13624240.0,9.982208181887577e-06
2011-08-19,135,13624240.0,9.908809592314873e-06
2011-08-20,146,13624240.0,1.0716194077614604e-05
2011-08-21,142,13624240.0,1.0422599719323794e-05
2011-08-22,131,13624240.0,9.615215234024063e-06
2011-08-23,136,13624240.0,9.982208181887577e-06
2011-08-24,142,13624240.0,1.0422599719323794e-05
2011-08-25,143,13624240.0,1.0495998308896496e-05
2011-08-26,121,13624240.0,8.881229338297036e-06
2011-08-27,143,13624240.0,1.0495998308896496e-05
2011-08-28,147,13624240.0,1.0789592667187308e-05
2011-08-29,171,13624240.0,1.2551158816932174e-05
2011-08-30,125,13624240.0,9.174823696587846e-06
2011-08-31,153,13624240.0,1.1229984204623525e-05
2011-01-09,150,13624240.0,1.1009788435905416e-05
2011-02-09,130,13624240.0,9.54181664445136e-06
2011-03-09,134,13624240.0,9.835411002742172e-06
2011-04-09,139,13624240.0,1.0202403950605685e-05
2011-05-09,134,13624240.0,9.835411002742172e-06
2011-06-09,143,13624240.0,1.0495998308896496e-05
2011-07-09,125,13624240.0,9.174823696587846e-06
2011-08-09,137,13624240.0,1.005560677146028e-05
2011-09-09,158,13624240.0,1.1596977152487038e-05
2011-10-09,132,13624240.0,9.688613823596765e-06
2011-11-09,157,13624240.0,1.1523578562914335e-05
2011-12-09,156,13624240.0,1.1450179973341631e-05
2011-09-13,171,13624240.0,1.2551158816932174e-05
2011-09-14,169,13624240.0,1.2404361637786769e-05
2011-09-15,120,13624240.0,8.807830748724333e-06
2011-09-16,157,13624240.0,1.1523578562914335e-05
2011-09-17,113,13624240.0,8.294040621715414e-06
2011-09-18,129,13624240.0,9.468418054878658e-06
2011-09-19,150,13624240.0,1.1009788435905416e-05
2011-09-20,130,13624240.0,9.54181664445136e-06
2011-09-21,147,13624240.0,1.0789592667187308e-05
2011-09-22,150,13624240.0,1.1009788435905416e-05
2011-09-23,135,13624240.0,9.908809592314873e-06
2011-09-24,153,13624240.0,1.1229984204623525e-05
2011-09-25,100,13624240.0,7.339858957270277e-06
2011-09-26,145,13624240.0,1.0642795488041902e-05
2011-09-27,147,13624240.0,1.0789592667187308e-05
2011-09-28,155,13624240.0,1.137678138376893e-05
2011-09-29,149,13624240.0,1.0936389846332713e-05
2011-09-30,141,13624240.0,1.034920112975109e-05
2011-01-10,146,13624240.0,1.0716194077614604e-05
2011-02-10,116,13624240.0,8.51423639043352e-06
2011-03-10,136,13624240.0,9.982208181887577e-06
2011-04-10,156,13624240.0,1.1450179973341631e-05
2011-05-10,152,13624240.0,1.1156585615050821e-05
2011-06-10,155,13624240.0,1.137678138376893e-05
2011-07-10,141,13624240.0,1.034920112975109e-05
2011-08-10,172,13624240.0,1.2624557406504876e-05
2011-09-10,152,13624240.0,1.1156585615050821e-05
2011-10-10,162,13624240.0,1.1890571510777848e-05
2011-11-10,144,13624240.0,1.0569396898469199e-05
2011-12-10,160,13624240.0,1.1743774331632443e-05
2011-10-13,173,13624240.0,1.269795599607758e-05
2011-10-14,113,13624240.0,8.294040621715414e-06
2011-10-15,123,13624240.0,9.028026517442441e-06
2011-10-16,148,13624240.0,1.086299125676001e-05
2011-10-17,158,13624240.0,1.1596977152487038e-05
2011-10-18,149,13624240.0,1.0936389846332713e-05
2011-10-19,187,13624240.0,1.3725536250095418e-05
2011-10-20,167,13624240.0,1.2257564458641362e-05
2011-10-21,190,13624240.0,1.3945732018813527e-05
2011-10-22,171,13624240.0,1.2551158816932174e-05
2011-10-23,167,13624240.0,1.2257564458641362e-05
2011-10-24,139,13624240.0,1.0202403950605685e-05
2011-10-25,156,13624240.0,1.1450179973341631e-05
2011-10-26,170,13624240.0,1.247776022735947e-05
2011-10-27,168,13624240.0,1.2330963048214066e-05
2011-10-28,158,13624240.0,1.1596977152487038e-05
2011-10-29,151,13624240.0,1.1083187025478118e-05
2011-10-30,143,13624240.0,1.0495998308896496e-05
2011-10-31,149,13624240.0,1.0936389846332713e-05
2011-01-11,147,13624240.0,1.0789592667187308e-05
2011-02-11,157,13624240.0,1.1523578562914335e-05
2011-03-11,143,13624240.0,1.0495998308896496e-05
2011-04-11,154,13624240.0,1.1303382794196226e-05
2011-05-11,160,13624240.0,1.1743774331632443e-05
2011-06-11,173,13624240.0,1.269795599607758e-05
2011-07-11,161,13624240.0,1.1817172921205147e-05
2011-08-11,149,13624240.0,1.0936389846332713e-05
2011-09-11,157,13624240.0,1.1523578562914335e-05
2011-10-11,160,13624240.0,1.1743774331632443e-05
2011-11-11,151,13624240.0,1.1083187025478118e-05
2011-12-11,153,13624240.0,1.1229984204623525e-05
2011-11-13,150,13624240.0,1.1009788435905416e-05
2011-11-14,147,13624240.0,1.0789592667187308e-05
2011-11-15,187,13624240.0,1.3725536250095418e-05
2011-11-16,173,13624240.0,1.269795599607758e-05
2011-11-17,192,13624240.0,1.4092529197958932e-05
2011-11-18,168,13624240.0,1.2330963048214066e-05
2011-11-19,157,13624240.0,1.1523578562914335e-05
2011-11-20,174,13624240.0,1.2771354585650283e-05
2011-11-21,140,13624240.0,1.0275802540178387e-05
2011-11-22,142,13624240.0,1.0422599719323794e-05
2011-11-23,182,13624240.0,1.3358543302231905e-05
2011-11-24,169,13624240.0,1.2404361637786769e-05
2011-11-25,165,13624240.0,1.2110767279495957e-05
2011-11-26,176,13624240.0,1.2918151764795688e-05
2011-11-27,136,13624240.0,9.982208181887577e-06
2011-11-28,156,13624240.0,1.1450179973341631e-05
2011-11-29,180,13624240.0,1.3211746123086498e-05
2011-11-30,148,13624240.0,1.086299125676001e-05
2011-01-12,151,13624240.0,1.1083187025478118e-05
2011-02-12,165,13624240.0,1.2110767279495957e-05
2011-03-12,185,13624240.0,1.3578739070950013e-05
2011-04-12,137,13624240.0,1.005560677146028e-05
2011-05-12,183,13624240.0,1.3431941891804606e-05
2011-06-12,168,13624240.0,1.2330963048214066e-05
2011-07-12,164,13624240.0,1.2037368689923254e-05
2011-08-12,170,13624240.0,1.247776022735947e-05
2011-09-12,75,13624240.0,5.504894217952708e-06
2011-10-12,157,13624240.0,1.1523578562914335e-05
2011-11-12,167,13624240.0,1.2257564458641362e-05
2011-12-12,161,13624240.0,1.1817172921205147e-05
2011-12-13,150,13624240.0,1.1009788435905416e-05
2011-12-14,167,13624240.0,1.2257564458641362e-05
2011-12-15,145,13624240.0,1.0642795488041902e-05
2011-12-16,185,13624240.0,1.3578739070950013e-05
2011-12-17,130,13624240.0,9.54181664445136e-06
2011-12-18,171,13624240.0,1.2551158816932174e-05
2011-12-19,176,13624240.0,1.2918151764795688e-05
2011-12-20,137,13624240.0,1.005560677146028e-05
2011-12-21,173,13624240.0,1.269795599607758e-05
2011-12-22,159,13624240.0,1.167037574205974e-05
2011-12-23,165,13624240.0,1.2110767279495957e-05
2011-12-24,139,13624240.0,1.0202403950605685e-05
2011-12-25,157,13624240.0,1.1523578562914335e-05
